gene_id	gene_symbol	median_cluster1	median_cluster2	diff	p_value	fdr
LOC145837|145837	LOC145837	5.716035700264079	7.080615029883117	-1.3645793296190378	3.5416453217517335e-9	8.144979320637679e-7
STIP1|10963	STIP1	11.07303011966491	10.824942834211058	0.2480872854538525	3.7036419529715794e-9	8.421832117330206e-7
DYSF|8291	DYSF	10.960706363119769	11.695824215508468	-0.735117852388699	3.752650237056402e-9	8.438459499727496e-7
CALCRL|10203	CALCRL	10.274316282535253	11.220710846904456	-0.9463945643692036	3.893244877570454e-9	8.65840547607372e-7
EMCN|51705	EMCN	9.403329670634935	10.477201719927324	-1.0738720492923886	3.99679509325771e-9	8.792080336668427e-7
PPAP2A|8611	PPAP2A	11.300889913083122	12.138799752985655	-0.8379098399025331	4.060206772415646e-9	8.8355338344245e-7
RGL1|23179	RGL1	10.614861231832645	11.10290741139216	-0.48804617955951457	4.415295116679874e-9	9.455312235941261e-7
ROBO4|54538	ROBO4	10.2026878265382	11.026551106588968	-0.8238632800507677	4.438455689368613e-9	9.455312235941261e-7
SLC17A4|10050	SLC17A4	7.122825641828532	9.719667749245453	-2.5968421074169203	4.5797321475976054e-9	9.654647833654201e-7
LRRC48|83450	LRRC48	6.690438841819482	7.454743447807556	-0.764304605988074	5.0314052334915916e-9	1.049748238303122e-6
TNFRSF19|55504	TNFRSF19	8.748471145064372	9.535071207215898	-0.7866000621515266	5.245666047031833e-9	1.0832835659166352e-6
C3orf36|80111	C3orf36	4.755572638071124	5.717344667870375	-0.9617720297992509	5.300597872683933e-9	1.083570704518964e-6
ANKRD9|122416	ANKRD9	6.229296818264178	5.335583296670125	0.8937135215940533	5.497315232910664e-9	1.0922505502743583e-6
RAMP3|10268	RAMP3	9.62358614491751	10.624466494853301	-1.000880349935791	5.497325990404389e-9	1.0922505502743583e-6
NFIA|4774	NFIA	10.4800232028972	10.876793180870388	-0.3967699779731877	5.52599741201731e-9	1.0922505502743583e-6
SLC19A2|10560	SLC19A2	8.252330273342501	7.430895746408185	0.8214345269343166	5.583793724543212e-9	1.0922505502743583e-6
BCL2|596	BCL2	10.602659267612182	11.130975901877653	-0.5283166342654706	5.6129092414533685e-9	1.0922505502743583e-6
TPST2|8459	TPST2	9.61749735690486	8.641126916170684	0.9763704407341756	5.6715840186990175e-9	1.0931573082898162e-6
EDNRB|1910	EDNRB	10.82754460440104	11.846775358591811	-1.0192307541907706	5.88168209218503e-9	1.1229573790720814e-6
VCAM1|7412	VCAM1	12.81314704413802	13.637768264173964	-0.8246212200359437	6.39072077662191e-9	1.208742122217516e-6
LCN2|3934	LCN2	3.3703764096079185	1.5325663232675124	1.837810086340406	7.221646227753727e-9	1.3532562625674066e-6
FBXO32|114907	FBXO32	7.78249608468996	7.096019331023923	0.686476753666037	7.310656617995605e-9	1.357367602155918e-6
CLEC14A|161198	CLEC14A	9.755842107974136	10.884162885781146	-1.1283207778070103	7.579562906443133e-9	1.3616683430096346e-6
TLN2|83660	TLN2	10.267109446679848	10.92631082199208	-0.6592013753122323	7.579562906443133e-9	1.3616683430096346e-6
BCL6B|255877	BCL6B	9.111170719047571	9.974988111991927	-0.8638173929443553	7.658143736969328e-9	1.3616683430096346e-6
CDH13|1012	CDH13	10.113617236881444	10.912125882735497	-0.7985086458540529	7.697730654503196e-9	1.3616683430096346e-6
