patient_id	PC1	PC2	cluster
TCGA-B0-4847	-7.341813043236998	3.304763092811712	2
TCGA-B0-4848	-2.0564901296563756	2.8408807726802574	2
TCGA-B0-4849	-3.337831876824862	-1.9779179458049294	2
TCGA-B0-4852	-3.164309498124765	-0.5704427864755653	2
TCGA-B0-4945	0.3922898630183556	-1.3008943324989235	2
TCGA-B0-5075	-4.289889267979576	4.278339999425597	2
TCGA-B0-5077	-1.2521257428012393	0.7016329533424291	2
TCGA-B0-5080	1.9875994989760875	-4.971938252643327	2
TCGA-B0-5081	-4.872586821885826	0.5580833977508188	2
TCGA-B0-5084	9.412105799103676	10.868371151327949	1
TCGA-B0-5085	0.7178487236104035	2.2055581573525997	2
TCGA-B0-5088	-1.7464711126793675	-4.725772853121314	2
TCGA-B0-5092	-4.772376292771255	4.843880696098847	2
TCGA-B0-5094	-1.3877982708584138	5.186060304499648	2
TCGA-B0-5095	2.009005956815661	-1.7335914540324318	2
TCGA-B0-5096	14.815125464843565	-3.3046080880100877	1
TCGA-B0-5097	7.864413725545476	-7.280961119034535	1
TCGA-B0-5098	9.158137916118676	10.681101347083322	1
TCGA-B0-5099	-4.383231035225261	-1.2106237957809247	2
TCGA-B0-5100	-0.19755171691001477	-3.597968859036003	2
TCGA-B0-5102	-0.5758771344919967	-0.2014395338674008	2
TCGA-B0-5104	-1.9413704656154918	-0.8712504343604776	2
TCGA-B0-5106	-0.4810211423773585	-4.5195675879515385	2
TCGA-B0-5107	-5.750630417853447	10.515187215735521	2
TCGA-B0-5108	-0.8570583145765178	-4.51179599410772	2
TCGA-B0-5109	19.730543003508103	8.420547078663494	1
TCGA-B0-5110	-3.2779027424727425	-5.79128597427576	2
TCGA-B0-5113	1.3567408840582187	-5.263248096427341	2
TCGA-B0-5115	-1.2524779310768823	-3.9007884565598463	2
TCGA-B0-5116	-1.8218185706935475	-1.0199880710107745	2
TCGA-B0-5117	2.7172802360823223	4.5384743530081275	1
TCGA-B0-5119	0.7945932315463785	-1.4616202547693524	2
TCGA-B0-5120	4.383570392779125	-5.670543410720089	2
TCGA-B0-5121	0.2640358544802847	2.0319111358522592	2
TCGA-B0-5399	-6.488360306821094	2.959233498488974	2
TCGA-B0-5400	12.800308860017033	7.853518417669639	1
TCGA-B0-5402	-4.891810912483166	-2.028233781918964	2
TCGA-B0-5690	-2.5107861472181447	0.00791722891927728	2
TCGA-B0-5691	-0.12676306749863467	-0.41106199287427864	2
TCGA-B0-5692	-9.29478834472511	1.0299988709328787	2
TCGA-B0-5693	-2.626611995697335	-3.2159225628901846	2
TCGA-B0-5694	-4.550371007597016	1.4244378243783897	2
TCGA-B0-5695	-3.74059802469377	-1.234581077268306	2
TCGA-B0-5696	-0.14954289939169493	5.133713331200134	2
TCGA-B0-5697	-5.177002715721969	-0.3988813788703144	2
TCGA-B0-5698	-7.260612128544961	0.8107947856755795	2
TCGA-B0-5699	-5.734789428185467	2.034246829474888	2
TCGA-B0-5700	1.814352697933999	1.3646761071903921	2
TCGA-B0-5701	-7.723164065363915	5.571937228990468	2
TCGA-B0-5702	2.162337395321011	-5.095057422706962	2
TCGA-B0-5703	2.978401888506162	3.5119483598371986	1
TCGA-B0-5705	-3.971123343945221	2.863766668739007	2
TCGA-B0-5706	9.702739555422328	-2.8166356554472816	1
TCGA-B0-5707	-0.7057861516303847	3.153618849648472	2
TCGA-B0-5709	-1.528583455718633	6.613332554312891	2
TCGA-B0-5710	-2.5203092660757593	-2.9383640999545966	2
TCGA-B0-5711	-2.070297989430748	-1.9876432186767643	2
TCGA-B0-5712	-1.4491259984095026	-4.794092949230633	2
TCGA-B0-5713	-5.508097004927512	0.04908589149381875	2
TCGA-B0-5812	-9.791822946465356	3.2832760424812832	2
TCGA-B2-3923	3.769009843564151	2.0254573926659285	1
TCGA-B2-3924	6.277405533753157	-1.468406517500023	1
TCGA-B2-4098	5.836253151073883	-0.11135782044458056	1
TCGA-B2-4099	-0.1508180521154722	-0.3336660511689583	2
TCGA-B2-4101	-2.6391879554144664	-1.2963913433125391	2
TCGA-B2-4102	-1.3056534994722078	-1.5929959588108342	2
TCGA-B2-5633	-2.2067655794153285	-3.0341675340234686	2
TCGA-B2-5635	-5.840084369553237	-0.6200736379275632	2
TCGA-B2-5636	0.8180193002703633	-7.185482552420041	2
TCGA-B2-5639	-8.438406017944612	-0.9511297824244969	2
TCGA-B2-5641	-0.7206224212256671	1.5102051371332672	2
TCGA-B2-A4SR	9.014325034592243	-5.5325424379305375	1
TCGA-B4-5377	-3.019888425820182	-1.6556361919200808	2
TCGA-B4-5378	-2.8069707667743264	-5.263105470009655	2
TCGA-B4-5832	-3.0380278341730023	3.1520926959293982	2
TCGA-B4-5834	-1.3941033961496063	-6.328616042193764	2
TCGA-B4-5835	-4.60063526769606	3.3007220190082345	2
TCGA-B4-5836	0.5320836662392149	-0.18223708090705926	2
TCGA-B4-5838	-2.0647964845784412	2.1169658580030943	2
TCGA-B4-5843	-7.944833014160949	-1.8264549058406796	2
TCGA-B4-5844	-2.785923692890732	-3.682493753460273	2
TCGA-B8-4143	-5.188558808363626	0.8630009780850352	2
TCGA-B8-4146	1.8703838582041805	-1.113318436698267	2
TCGA-B8-4153	-4.454391852120325	0.65813544558431325	2
TCGA-B8-4620	15.524443965153216	3.9600403103364927	1
TCGA-B8-4621	15.713392853791593	5.059059260384527	1
TCGA-B8-4622	-2.3002807526520046	5.7530604471531275	2
TCGA-B8-5158	-2.2500673055942304	2.1901414034494646	2
TCGA-B8-5159	-4.608988570862211	-3.222547964266612	2
TCGA-B8-5162	2.2883179872200103	-2.979339890301738	2
TCGA-B8-5163	-0.7076988490942123	-1.1419742905454184	2
TCGA-B8-5164	-1.8705190717806293	0.200254074819501	2
TCGA-B8-5165	0.13698735299962872	-4.624074474851631	2
